"T","p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
298.33,4.1403e-06,0,0,0,0.001,0,0.0005
298.08,2.7361e-09,0,0,0,0,0,0.0005
298.34,4.9738e-06,0.00045712,-0.00046138,0,0.001,0.001,0.0005
298,-4.3372e-07,0,0,0,0,0.001,0.0005
298.65,7.3074e-06,0,0,0,0.002,0,0.0005
298.66,1.0366e-05,0.001484,-0.00089072,0,0.002,0.001,0.0005
298.95,-2.8961e-06,0,0,0,0.003,0,0.0005
298.97,2.0894e-06,0.0031713,-0.0012693,0,0.003,0.001,0.0005
299.24,-3.2721e-05,0,0,0,0.004,0,0.0005
299.26,-2.5642e-05,0.0053915,-0.0015811,0,0.004,0.001,0.0005
299.5,-8.8248e-05,0,0,0,0.005,0,0.0005
299.53,-7.8773e-05,0.0080221,-0.0017927,0,0.005,0.001,0.0005
299.74,-0.00017423,0,0,0,0.006,0,0.0005
299.78,-0.00016201,0.01091,-0.0018696,0,0.006,0.001,0.0005
299.97,-0.00029236,0,0,0,0.007,0,0.0005
300.02,-0.0002769,0.01387,-0.0017947,0,0.007,0.001,0.0005
300.18,-0.00044055,0,0,0,0.008,0,0.0005
300.23,-0.0004212,0.016714,-0.0015753,0,0.008,0.001,0.0005
300.37,-0.00061323,0,0,0,0.009,0,0.0005
300.42,-0.00058915,0.019274,-0.0012392,0,0.009,0.001,0.0005
300.55,-0.00080239,0,0,0,0.01,0,0.0005
300.6,-0.00077257,0.021418,-0.00082805,0,0.01,0.001,0.0005
300.71,-0.000999,0,0,0,0.011,0,0.0005
300.76,-0.00096228,0.023056,-0.00038835,0,0.011,0.001,0.0005
300.86,-0.0011938,0,0,0,0.012,0,0.0005
300.91,-0.0011494,0.024144,4.2418e-05,0,0.012,0.001,0.0005
301,-0.0013779,0,0,0,0.013,0,0.0005
301.04,-0.001326,0.024688,0.00044477,0,0.013,0.001,0.0005
301.12,-0.0015451,0,0,0,0.014,0,0.0005
301.17,-0.0014866,0.024725,0.00080551,0,0.014,0.001,0.0005
301.24,-0.0016919,0,0,0,0.015,0,0.0005
301.28,-0.0016275,0.024308,0.0011093,0,0.015,0.001,0.0005
301.35,-0.0018168,0,0,0,0.016,0,0.0005
301.38,-0.0017468,0.023506,0.0013446,0,0.016,0.001,0.0005
301.45,-0.0019197,0,0,0,0.017,0,0.0005
301.48,-0.0018445,0.022399,0.0015082,0,0.017,0.001,0.0005
301.54,-0.0020015,0,0,0,0.018,0,0.0005
301.56,-0.0019217,0.021063,0.0016058,0,0.018,0.001,0.0005
301.62,-0.0020639,0,0,0,0.019,0,0.0005
301.65,-0.0019803,0.019573,0.0016473,0,0.019,0.001,0.0005
301.7,-0.0021092,0,0,0,0.02,0,0.0005
301.72,-0.0020224,0.017996,0.0016437,0,0.02,0.001,0.0005
301.77,-0.0021399,0,0,0,0.021,0,0.0005
301.79,-0.0020505,0.016389,0.0016056,0,0.021,0.001,0.0005
301.84,-0.0021584,0,0,0,0.022,0,0.0005
301.86,-0.0020672,0.0148,0.0015426,0,0.022,0.001,0.0005
301.9,-0.0021673,0,0,0,0.023,0,0.0005
301.92,-0.0020747,0.013264,0.0014631,0,0.023,0.001,0.0005
301.96,-0.0021687,0,0,0,0.024,0,0.0005
301.97,-0.002075,0.011809,0.0013737,0,0.024,0.001,0.0005
302.02,-0.0021644,0,0,0,0.025,0,0.0005
302.02,-0.00207,0.010455,0.0012797,0,0.025,0.001,0.0005
302.07,-0.0021562,0,0,0,0.026,0,0.0005
302.07,-0.0020612,0.0092125,0.0011853,0,0.026,0.001,0.0005
302.11,-0.0021452,0,0,0,0.027,0,0.0005
302.12,-0.0020498,0.0080863,0.0010945,0,0.027,0.001,0.0005
302.16,-0.0021323,0,0,0,0.028,0,0.0005
302.16,-0.0020367,0.0070772,0.0010117,0,0.028,0.001,0.0005
302.2,-0.0021182,0,0,0,0.029,0,0.0005
302.2,-0.0020227,0.0061825,0.00093918,0,0.029,0.001,0.0005
302.24,-0.0021039,0,0,0,0.03,0,0.0005
302.24,-0.0020085,0.0053963,0.00087569,0,0.03,0.001,0.0005
302.27,-0.0020896,0,0,0,0.031,0,0.0005
302.28,-0.0019943,0.0047111,0.00081975,0,0.031,0.001,0.0005
302.31,-0.0020758,0,0,0,0.032,0,0.0005
302.31,-0.0019807,0.0041184,0.00077059,0,0.032,0.001,0.0005
302.34,-0.0020627,0,0,0,0.033,0,0.0005
302.34,-0.0019676,0.0036097,0.00072765,0,0.033,0.001,0.0005
302.37,-0.0020504,0,0,0,0.034,0,0.0005
302.38,-0.0019553,0.0031763,0.0006904,0,0.034,0.001,0.0005
302.4,-0.002039,0,0,0,0.035,0,0.0005
302.4,-0.0019439,0.00281,0.00065829,0,0.035,0.001,0.0005
302.43,-0.0020285,0,0,0,0.036,0,0.0005
302.43,-0.0019333,0.0025032,0.00063075,0,0.036,0.001,0.0005
302.46,-0.0020188,0,0,0,0.037,0,0.0005
302.46,-0.0019235,0.0022489,0.00060726,0,0.037,0.001,0.0005
302.48,-0.0020101,0,0,0,0.038,0,0.0005
302.48,-0.0019146,0.0020407,0.00058733,0,0.038,0.001,0.0005
302.51,-0.0020021,0,0,0,0.039,0,0.0005
302.51,-0.0019065,0.0018732,0.00057049,0,0.039,0.001,0.0005
302.53,-0.001995,0,0,0,0.04,0,0.0005
302.53,-0.0018992,0.0017415,0.00055635,0,0.04,0.001,0.0005
302.55,-0.0019887,0,0,0,0.041,0,0.0005
