"T","p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
300.03,-0.0012093,0,0,0,0.021,0,0.0005
300.03,-0.0011634,0.012796,0.00092498,0,0.021,0.001,0.0005
300.07,-0.0012385,0,0,0,0.022,0,0.0005
300.07,-0.0011912,0.011923,0.00093108,0,0.022,0.001,0.0005
300.11,-0.0012607,0,0,0,0.023,0,0.0005
300.11,-0.0012122,0.011031,0.00092133,0,0.023,0.001,0.0005
300.14,-0.0012768,0,0,0,0.024,0,0.0005
300.15,-0.0012274,0.010144,0.00089951,0,0.024,0.001,0.0005
300.18,-0.0012878,0,0,0,0.025,0,0.0005
300.18,-0.0012377,0.009278,0.00086897,0,0.025,0.001,0.0005
300.21,-0.0012946,0,0,0,0.026,0,0.0005
300.21,-0.001244,0.0084483,0.00083256,0,0.026,0.001,0.0005
300.24,-0.0012981,0,0,0,0.027,0,0.0005
300.24,-0.0012471,0.0076644,0.0007927,0,0.027,0.001,0.0005
300.26,-0.0012989,0,0,0,0.028,0,0.0005
300.27,-0.0012476,0.0069329,0.00075147,0,0.028,0.001,0.0005
300.29,-0.0012977,0,0,0,0.029,0,0.0005
300.29,-0.0012463,0.0062577,0.00071091,0,0.029,0.001,0.0005
300.32,-0.0012949,0,0,0,0.03,0,0.0005
300.32,-0.0012435,0.0056407,0.00067231,0,0.03,0.001,0.0005
300.34,-0.0012911,0,0,0,0.031,0,0.0005
300.34,-0.0012396,0.0050815,0.00063602,0,0.031,0.001,0.0005
300.36,-0.0012866,0,0,0,0.032,0,0.0005
300.36,-0.0012351,0.0045787,0.00060222,0,0.032,0.001,0.0005
300.38,-0.0012817,0,0,0,0.033,0,0.0005
300.38,-0.0012302,0.0041297,0.00057109,0,0.033,0.001,0.0005
300.4,-0.0012765,0,0,0,0.034,0,0.0005
300.4,-0.0012251,0.0037315,0.00054268,0,0.034,0.001,0.0005
300.42,-0.0012713,0,0,0,0.035,0,0.0005
300.42,-0.00122,0.0033806,0.00051699,0,0.035,0.001,0.0005
300.44,-0.0012663,0,0,0,0.036,0,0.0005
300.44,-0.0012149,0.0030734,0.00049393,0,0.036,0.001,0.0005
300.45,-0.0012614,0,0,0,0.037,0,0.0005
300.45,-0.00121,0.002806,0.00047334,0,0.037,0.001,0.0005
300.47,-0.0012567,0,0,0,0.038,0,0.0005
300.47,-0.0012053,0.0025751,0.00045505,0,0.038,0.001,0.0005
300.48,-0.0012524,0,0,0,0.039,0,0.0005
300.49,-0.001201,0.002377,0.00043885,0,0.039,0.001,0.0005
300.5,-0.0012483,0,0,0,0.04,0,0.0005
300.5,-0.0011969,0.0022087,0.00042455,0,0.04,0.001,0.0005
300.51,-0.0012446,0,0,0,0.041,0,0.0005
300.51,-0.0011932,0.0020671,0.00041194,0,0.041,0.001,0.0005
300.53,-0.0012413,0,0,0,0.042,0,0.0005
300.53,-0.0011898,0.0019496,0.00040083,0,0.042,0.001,0.0005
300.54,-0.0012383,0,0,0,0.043,0,0.0005
300.54,-0.0011867,0.0018538,0.00039106,0,0.043,0.001,0.0005
300.55,-0.0012357,0,0,0,0.044,0,0.0005
300.55,-0.001184,0.0017774,0.00038249,0,0.044,0.001,0.0005
300.57,-0.0012334,0,0,0,0.045,0,0.0005
300.57,-0.0011816,0.0017185,0.00037498,0,0.045,0.001,0.0005
300.58,-0.0012315,0,0,0,0.046,0,0.0005
300.58,-0.0011796,0.0016754,0.00036841,0,0.046,0.001,0.0005
300.59,-0.0012299,0,0,0,0.047,0,0.0005
300.59,-0.0011779,0.0016467,0.00036264,0,0.047,0.001,0.0005
300.6,-0.0012287,0,0,0,0.048,0,0.0005
300.6,-0.0011766,0.001631,0.00035747,0,0.048,0.001,0.0005
300.61,-0.0012278,0,0,0,0.049,0,0.0005
300.61,-0.0011756,0.0016269,0.00035277,0,0.049,0.001,0.0005
300.62,-0.0012273,0,0,0,0.05,0,0.0005
300.62,-0.0011749,0.0016334,0.00034861,0,0.05,0.001,0.0005
300.63,-0.0012271,0,0,0,0.051,0,0.0005
300.63,-0.0011746,0.0016492,0.00034496,0,0.051,0.001,0.0005
300.64,-0.0012272,0,0,0,0.052,0,0.0005
300.64,-0.0011746,0.0016734,0.00034174,0,0.052,0.001,0.0005
300.65,-0.0012276,0,0,0,0.053,0,0.0005
300.65,-0.0011749,0.0017051,0.00033895,0,0.053,0.001,0.0005
300.66,-0.0012284,0,0,0,0.054,0,0.0005
300.66,-0.0011755,0.0017436,0.00033661,0,0.054,0.001,0.0005
300.67,-0.0012295,0,0,0,0.055,0,0.0005
300.67,-0.0011765,0.0017881,0.00033473,0,0.055,0.001,0.0005
300.68,-0.001231,0,0,0,0.056,0,0.0005
300.68,-0.0011778,0.0018378,0.0003333,0,0.056,0.001,0.0005
300.69,-0.0012328,0,0,0,0.057,0,0.0005
300.69,-0.0011795,0.0018921,0.00033229,0,0.057,0.001,0.0005
300.7,-0.0012349,0,0,0,0.058,0,0.0005
300.7,-0.0011814,0.0019502,0.00033169,0,0.058,0.001,0.0005
300.71,-0.0012374,0,0,0,0.059,0,0.0005
300.71,-0.0011837,0.0020114,0.0003315,0,0.059,0.001,0.0005
300.72,-0.0012401,0,0,0,0.06,0,0.0005
300.72,-0.0011863,0.0020751,0.00033169,0,0.06,0.001,0.0005
300.73,-0.0012432,0,0,0,0.061,0,0.0005
300.73,-0.0011892,0.0021406,0.00033225,0,0.061,0.001,0.0005
300.74,-0.0012466,0,0,0,0.062,0,0.0005
300.74,-0.0011925,0.0022073,0.00033316,0,0.062,0.001,0.0005
300.75,-0.0012503,0,0,0,0.063,0,0.0005
300.75,-0.001196,0.0022747,0.00033441,0,0.063,0.001,0.0005
300.76,-0.0012543,0,0,0,0.064,0,0.0005
300.76,-0.0011998,0.0023423,0.00033595,0,0.064,0.001,0.0005
300.77,-0.0012586,0,0,0,0.065,0,0.0005
300.77,-0.0012038,0.0024095,0.00033777,0,0.065,0.001,0.0005
300.78,-0.0012631,0,0,0,0.066,0,0.0005
300.78,-0.0012082,0.002476,0.00033982,0,0.066,0.001,0.0005
300.79,-0.0012679,0,0,0,0.067,0,0.0005
300.79,-0.0012128,0.0025414,0.00034205,0,0.067,0.001,0.0005
300.8,-0.0012729,0,0,0,0.068,0,0.0005
300.8,-0.0012176,0.0026055,0.00034443,0,0.068,0.001,0.0005
300.8,-0.0012782,0,0,0,0.069,0,0.0005
300.81,-0.0012227,0.002668,0.00034688,0,0.069,0.001,0.0005
300.81,-0.0012836,0,0,0,0.07,0,0.0005
300.81,-0.0012279,0.0027288,0.00034936,0,0.07,0.001,0.0005
300.82,-0.0012893,0,0,0,0.071,0,0.0005
300.82,-0.0012334,0.0027879,0.00035178,0,0.071,0.001,0.0005
300.83,-0.0012952,0,0,0,0.072,0,0.0005
300.83,-0.0012391,0.0028455,0.00035408,0,0.072,0.001,0.0005
300.84,-0.0013012,0,0,0,0.073,0,0.0005
300.84,-0.0012449,0.0029017,0.00035616,0,0.073,0.001,0.0005
300.85,-0.0013074,0,0,0,0.074,0,0.0005
300.85,-0.0012509,0.0029569,0.00035793,0,0.074,0.001,0.0005
300.86,-0.0013138,0,0,0,0.075,0,0.0005
300.86,-0.0012571,0.0030117,0.00035925,0,0.075,0.001,0.0005
300.87,-0.0013204,0,0,0,0.076,0,0.0005
300.87,-0.0012635,0.0030667,0.00036,0,0.076,0.001,0.0005
300.88,-0.0013271,0,0,0,0.077,0,0.0005
300.88,-0.00127,0.003123,0.00036,0,0.077,0.001,0.0005
300.89,-0.001334,0,0,0,0.078,0,0.0005
300.89,-0.0012767,0.0031816,0.00035904,0,0.078,0.001,0.0005
300.9,-0.0013412,0,0,0,0.079,0,0.0005
300.9,-0.0012837,0.0032443,0.00035688,0,0.079,0.001,0.0005
300.92,-0.0013485,0,0,0,0.08,0,0.0005
300.92,-0.0012909,0.0033128,0.00035317,0,0.08,0.001,0.0005
300.93,-0.0013563,0,0,0,0.081,0,0.0005
300.93,-0.0012984,0.0033899,0.00034749,0,0.081,0.001,0.0005
300.94,-0.0013644,0,0,0,0.082,0,0.0005
300.94,-0.0013064,0.0034785,0.00033929,0,0.082,0.001,0.0005
300.96,-0.001373,0,0,0,0.083,0,0.0005
300.96,-0.0013148,0.0035828,0.00032785,0,0.083,0.001,0.0005
300.98,-0.0013823,0,0,0,0.084,0,0.0005
300.98,-0.0013239,0.0037079,0.00031221,0,0.084,0.001,0.0005
301,-0.0013924,0,0,0,0.085,0,0.0005
301,-0.0013338,0.0038603,0.00029118,0,0.085,0.001,0.0005
301.03,-0.0014039,0,0,0,0.086,0,0.0005
301.03,-0.0013449,0.0040482,0.00026328,0,0.086,0.001,0.0005
301.07,-0.001417,0,0,0,0.087,0,0.0005
301.06,-0.0013576,0.0042819,0.00022683,0,0.087,0.001,0.0005
301.12,-0.0014325,0,0,0,0.088,0,0.0005
301.11,-0.0013725,0.0045735,0.00018018,0,0.088,0.001,0.0005
301.19,-0.0014514,0,0,0,0.089,0,0.0005
301.18,-0.0013904,0.0049368,0.00012236,0,0.089,0.001,0.0005
301.29,-0.001475,0,0,0,0.09,0,0.0005
301.27,-0.0014124,0.0053855,5.4655e-05,0,0.09,0.001,0.0005
301.43,-0.0015053,0,0,0,0.091,0,0.0005
301.41,-0.00144,0.00593,-1.6605e-05,0,0.091,0.001,0.0005
301.65,-0.0015449,0,0,0,0.092,0,0.0005
301.62,-0.0014754,0.0065689,-7.6543e-05,0,0.092,0.001,0.0005
301.97,-0.0015976,0,0,0,0.093,0,0.0005
301.92,-0.001521,0.0072743,-9.3598e-05,0,0.093,0.001,0.0005
302.45,-0.0016674,0,0,0,0.094,0,0.0005
302.39,-0.0015794,0.0079671,-4.832e-06,0,0.094,0.001,0.0005
303.19,-0.001758,0,0,0,0.095,0,0.0005
303.12,-0.0016522,0.0084828,0.0002984,0,0.095,0.001,0.0005
304.31,-0.0018705,0,0,0,0.096,0,0.0005
304.22,-0.0017389,0.0085303,0.00096381,0,0.096,0.001,0.0005
305.93,-0.0019992,0,0,0,0.097,0,0.0005
305.84,-0.0018334,0.0076769,0.0021054,0,0.097,0.001,0.0005
308.16,-0.0021209,0,0,0,0.098,0,0.0005
308.08,-0.0019179,0.0055876,0.0035244,0,0.098,0.001,0.0005
310.92,-0.0021941,0,0,0,0.099,0,0.0005
310.88,-0.0019613,0.00274,0.0039863,0,0.099,0.001,0.0005
314,-0.0019681,0,0,0,0.1,0.001,0.0005
313.21,-0.0022126,0,0,0,0.1,0,0.0005
298.17,3.8729e-06,0.00043347,-0.00080774,0,0.001,0.002,0.0005
298,-8.424e-07,0,0,0,0,0.002,0.0005
298.34,1.0339e-05,0.0013622,-0.0015268,0,0.002,0.002,0.0005
298.51,9.9554e-06,0.0028556,-0.0021459,0,0.003,0.002,0.0005
298.66,8.7371e-07,0.0047936,-0.0026596,0,0.004,0.002,0.0005
298.8,-1.9058e-05,0.00708,-0.0030496,0,0.005,0.002,0.0005
298.94,-5.1922e-05,0.0096135,-0.0032918,0,0.006,0.002,0.0005
299.07,-9.8822e-05,0.012279,-0.0033695,0,0.007,0.002,0.0005
299.19,-0.00015959,0.014955,-0.0032803,0,0.008,0.002,0.0005
299.3,-0.00023278,0.017528,-0.0030368,0,0.009,0.002,0.0005
299.4,-0.00031588,0.019897,-0.0026643,0,0.01,0.002,0.0005
299.49,-0.00040563,0.021978,-0.0021961,0,0.011,0.002,0.0005
299.57,-0.00049845,0.023713,-0.0016689,0,0.012,0.002,0.0005
299.65,-0.00059089,0.025064,-0.0011183,0,0.013,0.002,0.0005
299.72,-0.00067993,0.026015,-0.00057509,0,0.014,0.002,0.0005
299.78,-0.00076314,0.026566,-6.4124e-05,0,0.015,0.002,0.0005
299.84,-0.0008387,0.026737,0.00039564,0,0.016,0.002,0.0005
299.89,-0.00090555,0.026556,0.00079185,0,0.017,0.002,0.0005
299.94,-0.00096319,0.026062,0.0011178,0,0.018,0.002,0.0005
299.99,-0.0010117,0.0253,0.0013716,0,0.019,0.002,0.0005
300.03,-0.0010514,0.024318,0.0015555,0,0.02,0.002,0.0005
300.07,-0.0010831,0.023164,0.0016747,0,0.021,0.002,0.0005
300.1,-0.0011076,0.021884,0.0017366,0,0.022,0.002,0.0005
300.14,-0.0011258,0.020523,0.0017496,0,0.023,0.002,0.0005
300.17,-0.0011387,0.019119,0.0017223,0,0.024,0.002,0.0005
300.2,-0.0011472,0.017706,0.0016633,0,0.025,0.002,0.0005
300.23,-0.001152,0.016314,0.0015804,0,0.026,0.002,0.0005
300.25,-0.001154,0.014966,0.0014808,0,0.027,0.002,0.0005
300.28,-0.0011537,0.01368,0.0013706,0,0.028,0.002,0.0005
300.3,-0.0011517,0.012468,0.0012552,0,0.029,0.002,0.0005
300.33,-0.0011485,0.01134,0.0011386,0,0.03,0.002,0.0005
300.35,-0.0011444,0.0103,0.0010241,0,0.031,0.002,0.0005
300.37,-0.0011397,0.0093497,0.00091357,0,0.032,0.002,0.0005
300.39,-0.0011347,0.0084889,0.00080873,0,0.033,0.002,0.0005
300.41,-0.0011295,0.007715,0.00071052,0,0.034,0.002,0.0005
300.42,-0.0011243,0.0070243,0.0006195,0,0.035,0.002,0.0005
300.44,-0.0011192,0.0064119,0.00053587,0,0.036,0.002,0.0005
300.46,-0.0011143,0.0058728,0.00045954,0,0.037,0.002,0.0005
300.47,-0.0011096,0.0054014,0.00039026,0,0.038,0.002,0.0005
300.49,-0.0011051,0.0049922,0.00032762,0,0.039,0.002,0.0005
300.5,-0.001101,0.0046399,0.00027116,0,0.04,0.002,0.0005
300.52,-0.0010971,0.0043393,0.00022036,0,0.041,0.002,0.0005
300.53,-0.0010936,0.0040857,0.00017471,0,0.042,0.002,0.0005
300.54,-0.0010904,0.0038747,0.00013372,0,0.043,0.002,0.0005
300.56,-0.0010876,0.0037021,9.6945e-05,0,0.044,0.002,0.0005
300.57,-0.0010851,0.0035643,6.3969e-05,0,0.045,0.002,0.0005
300.58,-0.0010829,0.0034579,3.4432e-05,0,0.046,0.002,0.0005
300.59,-0.001081,0.0033799,7.9384e-06,0,0.047,0.002,0.0005
300.6,-0.0010795,0.0033276,-1.6059e-05,0,0.048,0.002,0.0005
300.61,-0.0010782,0.0032987,-3.7959e-05,0,0.049,0.002,0.0005
300.62,-0.0010773,0.0032908,-5.7966e-05,0,0.05,0.002,0.0005
300.63,-0.0010768,0.0033017,-7.6308e-05,0,0.051,0.002,0.0005
300.64,-0.0010765,0.0033294,-9.2995e-05,0,0.052,0.002,0.0005
300.65,-0.0010766,0.0033722,-0.00010793,0,0.053,0.002,0.0005
300.66,-0.001077,0.0034285,-0.00012113,0,0.054,0.002,0.0005
300.67,-0.0010777,0.0034968,-0.00013269,0,0.055,0.002,0.0005
300.68,-0.0010787,0.0035757,-0.00014269,0,0.056,0.002,0.0005
300.69,-0.0010801,0.0036636,-0.00015122,0,0.057,0.002,0.0005
300.7,-0.0010818,0.0037593,-0.00015832,0,0.058,0.002,0.0005
300.71,-0.0010838,0.0038615,-0.00016406,0,0.059,0.002,0.0005
300.72,-0.0010861,0.0039688,-0.0001685,0,0.06,0.002,0.0005
300.73,-0.0010886,0.0040802,-0.00017171,0,0.061,0.002,0.0005
300.74,-0.0010915,0.0041945,-0.00017374,0,0.062,0.002,0.0005
300.75,-0.0010947,0.0043106,-0.00017469,0,0.063,0.002,0.0005
300.76,-0.0010982,0.0044277,-0.00017464,0,0.064,0.002,0.0005
300.77,-0.0011019,0.0045447,-0.00017371,0,0.065,0.002,0.0005
300.78,-0.0011059,0.004661,-0.000172,0,0.066,0.002,0.0005
300.79,-0.0011102,0.0047759,-0.00016966,0,0.067,0.002,0.0005
300.8,-0.0011146,0.0048888,-0.00016684,0,0.068,0.002,0.0005
300.81,-0.0011193,0.0049993,-0.00016372,0,0.069,0.002,0.0005
300.82,-0.0011242,0.0051072,-0.00016048,0,0.07,0.002,0.0005
300.83,-0.0011293,0.0052124,-0.00015733,0,0.071,0.002,0.0005
300.83,-0.0011346,0.005315,-0.00015451,0,0.072,0.002,0.0005
300.84,-0.0011401,0.0054152,-0.0001523,0,0.073,0.002,0.0005
300.85,-0.0011457,0.0055136,-0.00015099,0,0.074,0.002,0.0005
300.86,-0.0011515,0.0056111,-0.00015095,0,0.075,0.002,0.0005
300.87,-0.0011575,0.0057085,-0.00015259,0,0.076,0.002,0.0005
300.88,-0.0011637,0.0058075,-0.0001564,0,0.077,0.002,0.0005
300.89,-0.0011701,0.0059098,-0.00016299,0,0.078,0.002,0.0005
300.91,-0.0011767,0.0060177,-0.00017312,0,0.079,0.002,0.0005
300.92,-0.0011835,0.0061342,-0.00018771,0,0.08,0.002,0.0005
300.93,-0.0011907,0.0062628,-0.00020795,0,0.081,0.002,0.0005
300.94,-0.0011982,0.0064081,-0.00023537,0,0.082,0.002,0.0005
300.96,-0.0012062,0.0065756,-0.00027188,0,0.083,0.002,0.0005
300.97,-0.0012148,0.0067721,-0.00031994,0,0.084,0.002,0.0005
300.99,-0.0012241,0.0070059,-0.00038254,0,0.085,0.002,0.0005
301.02,-0.0012345,0.007287,-0.00046326,0,0.086,0.002,0.0005
301.05,-0.0012461,0.0076266,-0.00056598,0,0.087,0.002,0.0005
301.1,-0.0012595,0.0080374,-0.00069422,0,0.088,0.002,0.0005
301.16,-0.0012751,0.0085313,-0.00084958,0,0.089,0.002,0.0005
301.24,-0.0012936,0.0091168,-0.0010285,0,0.09,0.002,0.0005
301.37,-0.0013159,0.0097923,-0.0012161,0,0.091,0.002,0.0005
301.55,-0.001343,0.010534,-0.0013767,0,0.092,0.002,0.0005
301.83,-0.0013757,0.011279,-0.0014367,0,0.093,0.002,0.0005
302.27,-0.0014142,0.011894,-0.0012632,0,0.094,0.002,0.0005
302.97,-0.0014574,0.012145,-0.00064907,0,0.095,0.002,0.0005
304.05,-0.001502,0.011671,0.00064976,0,0.096,0.002,0.0005
305.68,-0.0015422,0.010012,0.002731,0,0.097,0.002,0.0005
307.96,-0.0015682,0.0069337,0.0050533,0,0.098,0.002,0.0005
310.82,-0.0015641,0.0032329,0.0055673,0,0.099,0.002,0.0005
314,-0.0015521,0,0,0,0.1,0.002,0.0005
298.19,9.4276e-06,0.00052398,-0.0015795,0,0.001,0.003,0.0005
298,3.3317e-06,0,0,0,0,0.003,0.0005
298.37,1.8495e-05,0.0016529,-0.0029322,0,0.002,0.003,0.0005
298.55,2.0477e-05,0.0034654,-0.0040932,0,0.003,0.003,0.0005
298.72,1.3603e-05,0.0058091,-0.0050551,0,0.004,0.003,0.0005
298.89,-4.4045e-06,0.008563,-0.0057844,0,0.005,0.003,0.0005
299.04,-3.5794e-05,0.011604,-0.0062426,0,0.006,0.003,0.0005
299.18,-8.1679e-05,0.014797,-0.006406,0,0.007,0.003,0.0005
299.31,-0.00014174,0.018007,-0.0062749,0,0.008,0.003,0.0005
299.43,-0.0002143,0.021107,-0.0058733,0,0.009,0.003,0.0005
299.53,-0.00029655,0.023991,-0.0052442,0,0.01,0.003,0.0005
299.63,-0.00038498,0.026574,-0.0044423,0,0.011,0.003,0.0005
299.71,-0.00047589,0.028792,-0.0035266,0,0.012,0.003,0.0005
299.79,-0.00056572,0.030604,-0.0025542,0,0.013,0.003,0.0005
299.85,-0.00065145,0.03199,-0.0015769,0,0.014,0.003,0.0005
299.91,-0.00073068,0.032946,-0.00063756,0,0.015,0.003,0.0005
299.96,-0.00080177,0.033479,0.00023072,0,0.016,0.003,0.0005
300,-0.00086381,0.033612,0.0010042,0,0.017,0.003,0.0005
300.04,-0.00091649,0.033374,0.001668,0,0.018,0.003,0.0005
300.08,-0.00096002,0.032802,0.0022148,0,0.019,0.003,0.0005
300.11,-0.00099497,0.031937,0.0026437,0,0.02,0.003,0.0005
300.14,-0.0010222,0.030826,0.0029583,0,0.021,0.003,0.0005
300.17,-0.0010425,0.029514,0.0031667,0,0.022,0.003,0.0005
300.19,-0.001057,0.028047,0.0032795,0,0.023,0.003,0.0005
300.22,-0.0010666,0.026472,0.003309,0,0.024,0.003,0.0005
300.24,-0.0010722,0.02483,0.0032685,0,0.025,0.003,0.0005
300.26,-0.0010746,0.02316,0.0031712,0,0.026,0.003,0.0005
300.29,-0.0010746,0.021495,0.0030301,0,0.027,0.003,0.0005
300.31,-0.0010727,0.019866,0.0028569,0,0.028,0.003,0.0005
300.33,-0.0010694,0.018294,0.0026621,0,0.029,0.003,0.0005
300.35,-0.0010651,0.016799,0.0024546,0,0.03,0.003,0.0005
300.37,-0.0010602,0.015394,0.0022421,0,0.031,0.003,0.0005
300.38,-0.0010549,0.014087,0.0020305,0,0.032,0.003,0.0005
300.4,-0.0010494,0.012883,0.0018243,0,0.033,0.003,0.0005
300.42,-0.0010438,0.011785,0.0016269,0,0.034,0.003,0.0005
300.43,-0.0010384,0.010791,0.0014405,0,0.035,0.003,0.0005
300.45,-0.001033,0.0098975,0.0012664,0,0.036,0.003,0.0005
300.47,-0.0010279,0.0091011,0.0011052,0,0.037,0.003,0.0005
300.48,-0.0010231,0.0083963,0.00095717,0,0.038,0.003,0.0005
300.49,-0.0010185,0.007777,0.0008219,0,0.039,0.003,0.0005
300.51,-0.0010143,0.0072372,0.00069885,0,0.04,0.003,0.0005
300.52,-0.0010103,0.0067706,0.00058727,0,0.041,0.003,0.0005
300.53,-0.0010067,0.0063712,0.00048631,0,0.042,0.003,0.0005
300.55,-0.0010034,0.0060333,0.0003951,0,0.043,0.003,0.0005
300.56,-0.0010004,0.0057513,0.00031278,0,0.044,0.003,0.0005
300.57,-0.00099777,0.0055202,0.00023852,0,0.045,0.003,0.0005
300.58,-0.00099544,0.0053353,0.00017155,0,0.046,0.003,0.0005
300.59,-0.00099342,0.0051922,0.00011115,0,0.047,0.003,0.0005
300.6,-0.00099172,0.0050869,5.6666e-05,0,0.048,0.003,0.0005
300.62,-0.00099032,0.0050159,7.4646e-06,0,0.049,0.003,0.0005
300.63,-0.00098923,0.004976,-3.7203e-05,0,0.05,0.003,0.0005
300.64,-0.00098845,0.0049641,-7.7832e-05,0,0.051,0.003,0.0005
300.65,-0.00098799,0.0049774,-0.00011445,0,0.052,0.003,0.0005
300.66,-0.00098784,0.0050134,-0.00014715,0,0.053,0.003,0.0005
300.67,-0.000988,0.0050695,-0.00017614,0,0.054,0.003,0.0005
300.68,-0.00098848,0.0051435,-0.00020163,0,0.055,0.003,0.0005
300.69,-0.00098928,0.0052331,-0.0002238,0,0.056,0.003,0.0005
300.7,-0.00099038,0.0053364,-0.0002428,0,0.057,0.003,0.0005
300.71,-0.0009918,0.0054514,-0.00025877,0,0.058,0.003,0.0005
300.71,-0.00099353,0.0055763,-0.00027184,0,0.059,0.003,0.0005
300.72,-0.00099556,0.0057093,-0.00028214,0,0.06,0.003,0.0005
300.73,-0.00099789,0.0058487,-0.00028981,0,0.061,0.003,0.0005
300.74,-0.0010005,0.0059931,-0.000295,0,0.062,0.003,0.0005
300.75,-0.0010034,0.0061409,-0.00029788,0,0.063,0.003,0.0005
300.76,-0.0010066,0.0062907,-0.00029866,0,0.064,0.003,0.0005
300.77,-0.00101,0.0064415,-0.00029754,0,0.065,0.003,0.0005
300.78,-0.0010137,0.0065919,-0.00029476,0,0.066,0.003,0.0005
300.79,-0.0010176,0.0067412,-0.00029062,0,0.067,0.003,0.0005
300.8,-0.0010218,0.0068884,-0.0002854,0,0.068,0.003,0.0005
300.81,-0.0010262,0.0070331,-0.00027945,0,0.069,0.003,0.0005
300.82,-0.0010308,0.0071746,-0.00027314,0,0.07,0.003,0.0005
300.83,-0.0010355,0.0073129,-0.00026688,0,0.071,0.003,0.0005
300.84,-0.0010405,0.0074479,-0.00026113,0,0.072,0.003,0.0005
300.85,-0.0010456,0.0075798,-0.00025641,0,0.073,0.003,0.0005
300.86,-0.0010509,0.0077092,-0.00025329,0,0.074,0.003,0.0005
300.87,-0.0010564,0.0078368,-0.00025244,0,0.075,0.003,0.0005
300.88,-0.0010621,0.0079639,-0.00025463,0,0.076,0.003,0.0005
300.89,-0.0010679,0.0080918,-0.00026075,0,0.077,0.003,0.0005
300.9,-0.0010739,0.0082227,-0.00027189,0,0.078,0.003,0.0005
300.91,-0.0010801,0.0083588,-0.00028937,0,0.079,0.003,0.0005
300.92,-0.0010865,0.0085034,-0.0003148,0,0.08,0.003,0.0005
300.93,-0.0010933,0.00866,-0.00035017,0,0.081,0.003,0.0005
300.94,-0.0011003,0.0088332,-0.00039794,0,0.082,0.003,0.0005
300.96,-0.0011077,0.0090282,-0.00046116,0,0.083,0.003,0.0005
300.97,-0.0011157,0.0092514,-0.0005435,0,0.084,0.003,0.0005
300.99,-0.0011242,0.0095101,-0.00064927,0,0.085,0.003,0.0005
301.02,-0.0011335,0.0098123,-0.0007832,0,0.086,0.003,0.0005
301.05,-0.0011438,0.010167,-0.00094979,0,0.087,0.003,0.0005
301.08,-0.0011553,0.010581,-0.0011519,0,0.088,0.003,0.0005
